cust_id,gender
3500,0.5428736965060095
3501,0.2581771946027889
3502,0.23582686997701527
3503,0.35751117430738377
3504,0.4059148860694151
3505,0.3357117118478896
3506,0.2457400922583721
3507,0.5199806528004945
3508,0.3297417968169097
3509,0.34391353809662256
3510,0.23986228079488506
3511,0.400299099270706
3512,0.426615250216968
3513,0.32724992692827787
3514,0.3954197334176042
3515,0.27648922508986823
3516,0.21522079159595597
3517,0.31212707407509105
3518,0.3922482874767554
3519,0.4488853419281657
3520,0.39515105448929777
3521,0.371849732098475
3522,0.4405126489207416
3523,0.22848957594199124
3524,0.30901364249749785
3525,0.5388776032417715
3526,0.246194152240396
3527,0.5950978043486441
3528,0.49938639509407556
3529,0.3859735300514236
3530,0.38529945964370405
3531,0.6786926355482011
3532,0.2877150587544959
3533,0.3823400418164636
3534,0.4327200096369244
3535,0.4898421578413011
3536,0.7269091367579262
3537,0.5004520043924089
3538,0.4066467730745374
3539,0.42875684239760253
3540,0.2894567643044035
3541,0.296127277345738
3542,0.33457926369270136
3543,0.3437743431312938
3544,0.4021752687753062
3545,0.3648819989756839
3546,0.297527371409176
3547,0.23555242620034744
3548,0.5498600666470392
3549,0.30827195793457435
3550,0.4200393874640784
3551,0.44917025787465037
3552,0.34857044379544017
3553,0.38749389906661286
3554,0.3121016630041961
3555,0.3091911454112432
3556,0.4513515385332821
3557,0.28965632670887287
3558,0.3119799668685597
3559,0.3114538254643781
3560,0.41682001531194707
3561,0.3707153053708266
3562,0.31373725059418817
3563,0.3492526265892603
3564,0.452759093730144
3565,0.3916103139068521
3566,0.2013593269494159
3567,0.4466246900909483
3568,0.3736866245257955
3569,0.4561261493478023
3570,0.27516776935936543
3571,0.3957639839277814
3572,0.5534118330672059
3573,0.3701403218849271
3574,0.35910543544653684
3575,0.5025279140936297
3576,0.3976751302568662
3577,0.296407427251419
3578,0.3416187538996196
3579,0.208046710887458
3580,0.45250876716907545
3581,0.4929229972748222
3582,0.5566150516104167
3583,0.38571794410344035
3584,0.42181439012064725
3585,0.2936456574814211
3586,0.1787197241490458
3587,0.2604476241235968
3588,0.31582688894838823
3589,0.3509822181771442
3590,0.38778953627903706
3591,0.3527574093797257
3592,0.5788203223381247
3593,0.4146008419914573
3594,0.34179530231667177
3595,0.35788256295185467
3596,0.36123964429693406
3597,0.3373933661658917
3598,0.366264795609396
3599,0.4681768414210201
3600,0.42967354568868615
3601,0.3301379930933172
3602,0.3307357324067484
3603,0.2662635084080129
3604,0.5499845990077206
3605,0.3292168242497388
3606,0.34374045129422703
3607,0.2625716001765049
3608,0.3716741369896425
3609,0.3804319543978219
3610,0.37403750238278494
3611,0.394467060370068
3612,0.4653112319670741
3613,0.33493119433528024
3614,0.40801432610724403
3615,0.30278070552934633
3616,0.44505823290959373
3617,0.48722384050821277
3618,0.43570245360279247
3619,0.2727640217195101
3620,0.4284086948661769
3621,0.3399810053748786
3622,0.41145010131977483
3623,0.45749881372639495
3624,0.31689481637331945
3625,0.4325603977045563
