id,±≥≈Î∑Æ
0,76.2
1,1291.184
2,0.0
3,610.1669999999998
4,393.4
5,641.818
6,0.0
7,0.0
8,938.125
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,1126.077
15,394.789
16,0.0
17,0.0
18,200.75
19,0.0
20,0.0
21,0.0
22,595.321
23,0.0
24,112.598
25,525.0
26,1172.0
27,0.0
28,0.0
29,736.434
30,1024.273
31,0.0
32,0.0
33,608.607
34,0.0
35,0.0
36,0.0
37,332.69199999999995
38,1399.0739999999994
39,0.0
40,922.5
41,0.0
42,1498.9229999999998
43,1109.45
44,0.0
45,0.0
46,655.6360000000002
47,0.0
48,219.333
49,1741.7220000000002
50,307.75
51,1497.851
52,0.0
53,0.0
54,118.065
55,648.818
56,0.0
57,756.143
58,0.0
59,0.0
60,0.0
61,118.756
62,0.0
63,129.13
64,0.0
65,0.0
66,225.133
67,0.0
68,334.654
69,683.429
70,0.0
71,297.625
72,1507.154
73,1783.667
74,0.0
75,1109.85
76,73.971
77,373.947
78,1490.264
79,0.0
80,0.0
81,0.0
82,933.833
83,0.0
84,0.0
85,1193.5
86,809.887
87,995.909
88,0.0
89,0.0
90,0.0
91,0.0
92,1481.9620000000002
93,1359.852
94,0.0
95,0.0
96,375.105
97,70.286
98,0.0
99,121.927
100,0.0
101,745.2860000000003
102,0.0
103,0.0
104,0.0
105,337.269
106,0.0
107,1163.375
108,0.0
109,1509.069
110,0.0
111,0.0
112,0.0
113,805.8489999999997
114,125.424
115,0.0
116,1761.889
117,0.0
118,0.0
119,1009.182
120,0.0
121,1369.741
122,0.0
123,360.0
124,0.0
125,0.0
126,1498.46
127,1780.833
128,299.688
129,454.8
130,0.0
131,652.273
132,0.0
133,224.1
134,0.0
135,0.0
136,0.0
137,0.0
138,101.978
139,0.0
140,0.0
141,0.0
142,0.0
143,331.077
144,0.0
145,1148.25
146,0.0
147,0.0
148,1009.0
149,733.2860000000003
150,0.0
151,0.0
152,899.091
153,1313.185
154,74.829
155,0.0
156,229.633
157,1407.77
158,272.562
159,0.0
160,0.0
161,1642.833
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,108.859
169,824.3330000000003
170,0.0
171,0.0
172,641.909
173,0.0
174,0.0
175,0.0
176,1014.05
177,373.158
178,1107.375
179,1004.615
180,687.7860000000003
181,329.19199999999995
182,0.0
183,0.0
184,0.0
185,0.0
186,726.3330000000003
187,0.0
188,0.0
189,0.0
190,1494.833
191,0.0
192,0.0
193,0.0
194,0.0
195,761.091
196,878.923
197,899.5
198,0.0
199,318.769
200,97.011
201,667.9810000000001
202,500.857
203,0.0
204,0.0
205,183.4
206,1254.276
207,62.6
208,0.0
209,0.0
210,99.0
211,379.8
212,0.0
213,0.0
214,0.0
215,1618.161
216,819.2860000000003
217,0.0
218,0.0
219,0.0
220,1035.333
221,0.0
222,87.685
223,341.421
224,0.0
225,0.0
226,1468.519
227,588.536
228,1203.875
229,87.943
230,0.0
231,450.4
232,59.17100000000001
233,0.0
234,0.0
235,1027.182
236,0.0
237,159.533
238,0.0
239,1562.692
240,0.0
241,0.0
242,0.0
243,1172.95
244,618.273
245,0.0
246,300.625
247,975.538
248,0.0
249,0.0
250,552.857
251,0.0
252,292.4
253,61.732
254,412.455
255,0.0
256,56.111
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,78.767
263,0.0
264,0.0
265,0.0
266,972.654
267,123.312
268,0.0
269,0.0
270,642.8330000000002
271,0.0
272,0.0
273,0.0
274,223.733
275,0.0
276,494.8
277,751.143
278,691.107
279,1086.0
280,72.086
281,0.0
282,0.0
283,0.0
284,855.585
285,0.0
286,0.0
287,0.0
288,94.207
289,0.0
290,0.0
291,1457.37
292,1872.278
293,331.423
294,275.75
295,982.273
296,367.211
297,0.0
298,0.0
299,0.0
300,0.0
301,121.878
302,798.9060000000003
303,0.0
304,1339.0
305,0.0
306,1049.85
307,234.188
308,0.0
309,0.0
310,0.0
311,684.071
312,0.0
313,0.0
314,1741.833
315,113.957
316,67.11399999999999
317,0.0
318,1419.654
319,653.571
320,0.0
321,0.0
322,245.933
323,0.0
324,0.0
325,1486.368
326,0.0
327,325.923
328,440.8
329,0.0
330,1207.875
331,0.0
332,0.0
333,365.154
334,0.0
335,142.935
336,1540.704
337,0.0
338,1808.276
339,0.0
340,0.0
341,0.0
342,1373.25
343,131.683
344,0.0
345,0.0
346,1261.25
347,0.0
348,736.321
349,0.0
350,922.857
351,0.0
352,940.925
353,1173.667
354,0.0
355,248.967
356,0.0
357,0.0
358,0.0
359,71.743
360,0.0
361,336.36800000000005
362,923.585
363,650.714
364,1157.364
365,0.0
366,1468.4070000000006
367,0.0
368,136.011
369,1137.667
370,68.37100000000001
371,320.375
372,905.286
373,1350.5
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,472.545
383,330.3119999999999
384,0.0
385,0.0
386,0.0
387,367.192
388,0.0
389,120.413
390,928.429
391,954.038
392,0.0
393,0.0
394,125.927
395,1139.5
396,2076.944
397,1537.0
398,0.0
399,0.0
400,0.0
401,1156.182
402,0.0
403,0.0
404,719.857
405,1376.0
406,523.8
407,0.0
408,0.0
409,0.0
410,1770.494
411,1770.034
412,0.0
413,1388.0
414,0.0
415,221.367
416,0.0
417,326.0
418,0.0
419,0.0
420,952.943
421,718.679
422,1174.818
423,0.0
424,277.421
425,0.0
426,0.0
427,124.634
428,1563.308
429,147.207
430,0.0
431,374.038
432,0.0
433,1504.5929999999994
434,0.0
435,0.0
436,0.0
437,1121.833
438,2083.556
439,519.8
440,1244.85
441,0.0
442,0.0
443,759.091
444,0.0
445,0.0
446,0.0
447,334.158
448,72.0
449,1559.519
450,745.607
451,0.0
452,979.623
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,127.78
459,1148.167
460,0.0
461,0.0
462,243.467
463,1263.0
464,0.0
465,928.286
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,1182.7
474,0.0
475,72.943
476,0.0
477,1118.364
478,902.962
479,0.0
480,0.0
481,0.0
482,127.366
483,359.038
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,1983.5
491,795.2860000000003
492,0.0
493,377.321
494,509.8
495,0.0
496,0.0
497,0.0
498,0.0
499,345.737
500,783.429
501,0.0
502,0.0
503,823.2639999999999
504,0.0
505,0.0
506,1557.46
507,1482.654
508,134.467
509,331.923
510,0.0
511,1214.375
512,0.0
513,210.7
514,0.0
515,73.343
516,1378.259
517,647.727
518,451.0
519,0.0
520,234.188
521,1070.7
522,0.0
523,0.0
524,0.0
525,0.0
526,863.1669999999997
527,344.43800000000016
528,69.8
529,145.391
530,0.0
531,0.0
532,745.0
533,0.0
534,119.146
535,1912.269
536,541.8
537,998.34
538,0.0
539,0.0
540,664.2860000000003
541,368.577
542,0.0
543,1370.625
544,0.0
545,0.0
546,0.0
547,2144.778
548,0.0
549,344.94699999999995
550,1278.1
551,0.0
552,0.0
553,0.0
554,0.0
555,1358.25
556,1059.0
557,119.141
558,724.909
559,1252.1
560,1908.615
561,1536.9260000000006
562,374.211
563,990.981
564,0.0
565,2119.778
566,0.0
567,1236.818
568,1770.529
569,0.0
570,0.0
571,230.367
572,141.659
573,1173.833
574,364.385
575,0.0
576,0.0
577,0.0
578,325.188
579,0.0
580,0.0
581,73.829
582,0.0
583,892.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,1134.375
590,294.423
591,597.679
592,0.0
593,1387.741
594,0.0
595,0.0
596,277.625
597,93.13
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,1666.2779999999998
604,0.0
605,0.0
606,109.463
607,0.0
608,1021.55
609,0.0
610,200.533
611,1493.69
612,711.273
613,328.375
614,0.0
615,1884.0
616,0.0
617,0.0
618,1547.2220000000002
619,220.267
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,1049.0
626,1256.7
627,501.8
628,0.0
629,977.943
630,678.2860000000003
631,2089.056
632,1789.885
633,75.0
634,136.732
635,110.783
636,0.0
637,0.0
638,1368.875
639,1203.0
640,0.0
641,0.0
642,2085.833
643,371.316
644,139.14600000000002
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,1171.909
651,503.2
652,0.0
653,966.755
654,74.0
655,358.923
656,0.0
657,1183.833
658,713.821
659,239.241
660,0.0
661,0.0
662,0.0
663,0.0
664,1870.923
665,0.0
666,0.0
667,333.1880000000001
668,1349.5
669,1225.7
670,0.0
671,550.0
672,0.0
673,0.0
674,0.0
675,0.0
676,228.7
677,0.0
678,1568.444
679,0.0
680,75.914
681,0.0
682,346.423
683,953.714
684,1315.25
685,1741.654
686,0.0
687,0.0
688,0.0
689,0.0
690,132.634
691,1109.0
692,730.5
693,724.273
694,0.0
695,0.0
696,0.0
697,1140.545
698,916.0
699,1528.092
700,63.971
701,0.0
702,0.0
703,0.0
704,885.0
705,317.885
706,1189.75
707,0.0
708,330.421
709,1544.769
710,101.674
711,0.0
712,0.0
713,659.182
714,119.561
715,1753.111
716,0.0
717,244.625
718,0.0
719,0.0
720,0.0
721,0.0
722,835.0
723,0.0
724,837.2860000000003
725,1861.385
726,0.0
727,238.567
728,719.7139999999997
729,326.438
730,2022.556
731,0.0
732,0.0
733,497.8
734,357.789
735,0.0
736,0.0
737,1187.636
738,1040.286
739,0.0
740,0.0
741,0.0
742,69.143
743,359.69199999999995
744,0.0
745,967.547
746,116.033
747,1531.481
748,141.585
749,0.0
750,0.0
751,0.0
752,0.0
753,1167.5
754,0.0
755,0.0
756,637.036
757,478.4
758,0.0
759,131.268
760,0.0
761,1250.375
762,72.2
763,0.0
764,324.846
765,0.0
766,1628.833
767,0.0
768,0.0
769,0.0
770,0.0
771,1096.091
772,110.967
773,1116.0
774,0.0
775,0.0
776,943.286
777,1710.385
778,1502.259
779,310.562
780,0.0
781,0.0
782,0.0
783,0.0
784,500.2
785,2056.778
786,0.0
787,0.0
788,958.491
789,0.0
790,363.692
791,0.0
792,0.0
793,217.333
794,0.0
795,1154.667
796,0.0
797,0.0
798,0.0
799,1190.909
800,1858.615
801,0.0
802,0.0
803,746.818
804,0.0
805,675.7860000000003
806,0.0
807,0.0
808,0.053
809,1822.966
810,995.925
811,0.0
812,2141.056
813,0.0
814,131.92700000000002
815,73.971
816,1791.308
817,732.545
818,0.0
819,0.0
820,1548.185
821,0.0
822,0.0
823,0.0
824,0.0
825,0.14300000000000002
826,0.0
827,239.933
828,135.58700000000002
829,0.0
830,1160.167
831,0.0
832,0.0
833,1553.333
834,0.0
835,130.756
836,0.0
837,0.0
838,0.0
839,1307.05
840,0.0
841,1067.143
842,147.16299999999995
843,0.0
844,0.0
845,235.267
846,0.0
847,0.0
848,73.914
849,1003.415
850,724.143
851,348.68800000000016
852,0.0
853,300.895
854,0.0
855,1847.333
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.036000000000000004
862,1239.091
863,111.756
864,71.6
865,0.0
866,1456.333
867,0.0
868,1583.654
869,870.857
870,0.0
871,323.789
872,0.0
873,0.0
874,0.0
875,0.182
876,0.0
877,1653.034
878,197.267
879,0.0
880,0.0
881,0.0
882,866.453
883,608.5
884,375.818
885,0.0
886,50.857
887,0.0
888,0.0
889,522.35
890,0.7140000000000001
891,0.111
892,0.0
893,439.714
894,590.5
895,205.789
896,0.0
897,105.931
898,474.208
899,379.038
900,0.136
901,0.0
902,326.273
903,1.5
904,0.684
905,990.696
906,0.0
907,0.962
908,0.0
909,0.0
910,1.714
911,248.0
912,789.615
913,0.0
914,0.111
915,936.5
916,0.7140000000000001
917,0.111
918,1520.269
919,788.273
920,0.095
921,613.273
922,223.806
923,0.0
924,290.625
925,3.375
926,0.2
927,0.125
928,1172.222
929,117.439
930,3.857
931,418.2
932,0.0
933,0.0
934,79.804
935,0.0
936,851.0
937,900.6
938,0.0
939,0.0
940,104.368
941,3.684
942,1393.808
943,186.567
944,5.143
945,0.0
946,0.0
947,1.259
948,1151.875
949,499.143
950,865.3639999999997
951,1.867
952,93.857
953,0.889
954,3.464
955,0.0
956,0.0
957,1489.654
958,87.85700000000001
959,65.457
960,593.273
961,822.2860000000003
962,440.0
963,294.6670000000001
964,0.818
965,0.0
966,8.857000000000003
967,1031.0
968,0.667
969,2.067
970,1.37
971,0.0
972,1273.833
973,1935.808
974,0.778
975,167.643
976,3.053
977,0.0
978,1087.857
979,1606.2220000000002
980,1285.95
981,356.75
982,0.0
983,7.0
984,0.0
985,6.125
986,1270.273
987,2.75
988,0.0
989,0.0
990,0.0
991,269.226
992,3.143
993,0.909
994,762.107
995,1.111
996,9.875
997,11.286
998,1802.071
999,144.833
1000,3.4810000000000003
1001,0.0
1002,1296.875
1003,4.667
1004,0.0
1005,295.312
1006,346.269
1007,0.0
1008,1075.333
1009,494.4
1010,3.714
1011,0.0
1012,0.0
1013,236.5
1014,1758.115
1015,0.0
1016,99.957
1017,1504.852
1018,0.0
1019,5.105
1020,2.0
1021,3.393
1022,109.842
1023,2.0
1024,1126.75
1025,603.214
1026,4.0710000000000015
1027,1.409
1028,778.7139999999997
1029,406.4
1030,0.0
1031,90.565
1032,0.0
1033,1.444
1034,1539.741
1035,112.524
1036,0.0
1037,0.0
1038,2.37
1039,1723.944
1040,126.737
1041,1050.05
1042,200.133
1043,10.375
1044,1473.5379999999998
1045,828.1669999999997
1046,11.857
1047,0.0
1048,1351.037
1049,0.0
1050,0.0
1051,5.053
1052,899.091
1053,73.971
1054,120.368
1055,1.0
1056,0.0
1057,104.413
1058,0.0
1059,1222.833
1060,528.4
1061,985.358
1062,732.182
1063,5.643
1064,1285.091
1065,0.364
1066,0.0
1067,0.0
1068,7.143
1069,15.857
1070,0.0
1071,0.0
1072,677.107
1073,1.741
1074,0.0
1075,2.333
1076,0.0
1077,1313.5
1078,345.077
1079,6.316
1080,1058.429
1081,1867.713
1082,0.556
1083,159.065
1084,621.182
1085,128.857
1086,20.875
1087,404.2
1088,0.0
1089,23.857
1090,4.7780000000000005
1091,9.737
1092,2.0
1093,0.0
1094,0.0
1095,5.6
1096,0.0
1097,0.0
1098,290.938
1099,840.429
1100,7.0
1101,1039.75
1102,77.029
1103,12.636
1104,0.333
1105,358.269
1106,1377.0379999999998
1107,201.032
1108,684.8330000000002
1109,299.308
1110,0.0
1111,779.6360000000003
1112,0.0
1113,14.5
1114,0.0
1115,770.2260000000001
1116,1526.7779999999998
1117,0.0
1118,195.6
1119,131.421
1120,0.278
1121,1349.231
1122,0.0
1123,16.570999999999998
1124,3.462
1125,1.364
1126,1.111
1127,13.273
1128,405.0
1129,73.857
1130,127.424
1131,0.344
1132,1013.1
1133,8.571
1134,1130.75
1135,609.909
1136,1547.966
1137,0.222
1138,1.0
1139,621.636
1140,817.182
1141,163.548
1142,387.0
1143,0.0
1144,1425.231
1145,122.789
1146,1296.963
1147,7.786
1148,771.8330000000003
1149,125.5
1150,567.893
1151,93.095
1152,1210.125
1153,2.867
1154,0.0
1155,0.0
1156,1.182
1157,0.0
1158,12.857
1159,18.5
1160,21.143
1161,217.25
1162,14.455
1163,0.0
1164,1648.167
1165,781.429
1166,3.167
1167,1169.5
1168,143.065
1169,486.0
1170,16.37
1171,48.857
1172,0.0
1173,0.0
1174,1531.9260000000006
1175,21.0
1176,1838.253
1177,27.629
1178,21.579
1179,0.0
1180,19.467
1181,2112.889
1182,329.4380000000001
1183,8.182
1184,317.053
1185,7.556
1186,42.75
1187,750.6360000000003
1188,92.457
1189,1426.25
1190,974.415
1191,669.7139999999997
1192,7.332999999999997
1193,281.462
1194,0.0
1195,134.674
1196,1094.25
1197,369.6
1198,1415.494
1199,245.25
1200,786.143
1201,3.136
1202,558.0
1203,83.057
1204,0.25
1205,977.5
1206,841.1669999999997
1207,3.111
1208,0.0
1209,730.057
1210,10.182
1211,0.0
1212,881.273
1213,0.0
1214,1407.769
1215,198.774
1216,420.895
1217,1.6669999999999998
1218,22.857
1219,9.895
1220,14.143
1221,0.0
1222,129.786
1223,0.0
1224,0.0
1225,20.0
1226,1.222
1227,1537.852
1228,0.0
1229,80.057
1230,3.867
1231,376.577
1232,202.29
1233,9.371
1234,0.0
1235,0.0
1236,332.3119999999999
1237,1835.575
1238,1029.857
1239,9.545
1240,16.5
1241,1422.625
1242,0.0
1243,395.737
1244,0.0
1245,0.0
1246,1.778
1247,494.0
1248,973.321
1249,0.188
1250,0.0
1251,749.182
1252,0.0
1253,0.0
1254,73.657
1255,0.0
1256,0.0
1257,6.25
1258,467.357
1259,258.316
1260,0.0
1261,1724.769
1262,7.143
1263,2.947
1264,1185.3
1265,1053.833
1266,2.0
1267,0.156
1268,709.545
1269,491.4
1270,0.636
1271,317.188
1272,3.0
1273,139.457
1274,0.0
1275,0.0
1276,124.714
1277,0.0
1278,897.8330000000003
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,1131.375
1285,338.538
1286,205.9
1287,452.8
1288,0.0
1289,806.1510000000003
1290,0.0
1291,121.073
1292,332.607
1293,0.0
1294,643.273
1295,0.0
1296,0.0
1297,66.4
1298,1062.75
1299,1332.333
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,71.486
1308,0.0
1309,0.0
1310,1103.25
1311,0.0
1312,900.3639999999997
1313,0.0
1314,119.073
1315,0.0
1316,600.286
1317,117.511
1318,1311.615
1319,1460.598
1320,0.0
1321,0.0
1322,1332.4070000000004
1323,89.0
1324,341.385
1325,1021.65
1326,331.615
1327,611.545
1328,678.9810000000001
1329,682.3330000000002
1330,0.0
1331,0.0
1332,0.0
1333,1485.833
1334,0.0
1335,238.375
1336,0.0
1337,1155.154
1338,0.0
1339,0.0
1340,756.727
1341,0.0
1342,187.167
1343,0.0
1344,79.47399999999998
1345,0.0
1346,316.286
1347,0.0
1348,0.0
1349,1232.222
1350,0.0
1351,669.545
1352,1051.091
1353,1121.45
1354,0.0
1355,225.6
1356,1840.444
1357,0.0
1358,0.0
1359,113.368
1360,320.75
1361,1553.9229999999998
1362,76.743
1363,0.0
1364,0.0
1365,0.0
1366,1402.037
1367,473.2
1368,0.0
1369,0.0
1370,0.0
1371,847.453
1372,0.0
1373,0.0
1374,127.0
1375,132.02200000000002
1376,759.0
1377,346.577
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,956.0
1383,1203.25
1384,0.0
1385,635.679
1386,0.0
1387,221.3
1388,0.0
1389,1062.273
1390,986.833
1391,0.0
1392,0.0
1393,0.0
1394,1562.846
1395,0.0
1396,94.526
1397,0.0
1398,124.022
1399,778.571
1400,680.818
1401,128.78
1402,467.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,841.6039999999997
1408,0.0
1409,0.0
1410,1067.5
1411,0.0
1412,0.0
1413,0.0
1414,69.457
1415,338.538
1416,0.0
1417,1367.4070000000004
1418,0.0
1419,0.0
1420,773.143
1421,0.0
1422,0.0
1423,599.5
1424,0.0
1425,0.0
1426,50.371
1427,0.0
1428,186.167
1429,1000.636
1430,0.0
1431,659.455
1432,1481.308
1433,1747.889
1434,111.659
1435,0.0
1436,1135.875
1437,298.5
1438,70.684
1439,0.0
1440,428.6
1441,938.5
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,633.545
1449,670.2860000000003
1450,334.80800000000005
1451,1327.654
1452,100.474
1453,125.732
1454,0.0
1455,253.812
1456,0.0
1457,0.0
1458,443.4
1459,0.0
1460,0.0
1461,73.829
1462,0.0
1463,665.2860000000003
1464,766.9060000000003
1465,1572.0
1466,1410.057
1467,0.0
1468,792.0
1469,0.0
1470,1335.63
1471,0.0
1472,0.0
1473,242.0
1474,0.0
1475,377.577
1476,0.0
1477,1150.85
1478,0.0
1479,1470.296
1480,0.0
1481,722.182
1482,0.0
1483,1001.5
1484,112.263
1485,1612.655
1486,0.0
1487,0.0
1488,0.0
1489,750.5
1490,1252.75
1491,0.0
1492,130.72799999999998
1493,0.0
1494,0.0
1495,0.0
1496,317.438
1497,1851.778
1498,1029.818
1499,876.17
1500,0.0
1501,0.0
1502,1499.481
1503,123.415
1504,0.0
1505,0.0
1506,1214.625
1507,0.0
1508,0.0
1509,234.7
1510,0.0
1511,0.0
1512,943.0
1513,724.857
1514,0.0
1515,0.0
1516,714.7139999999997
1517,0.0
1518,1627.023
1519,98.054
1520,1143.45
1521,0.0
1522,520.8
1523,1524.9620000000002
1524,100.737
1525,0.0
1526,0.0
1527,0.0
1528,337.423
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,1432.269
1535,0.0
1536,870.3330000000003
1537,0.0
1538,1228.625
1539,61.714
1540,823.623
1541,0.0
1542,0.0
1543,0.0
1544,252.25
1545,0.0
1546,80.263
1547,0.0
1548,118.315
1549,0.0
1550,0.0
1551,912.0
1552,0.0
1553,107.439
1554,637.0
1555,493.8
1556,0.0
1557,321.312
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,90.263
1563,1365.125
1564,934.302
1565,0.0
1566,62.714
1567,484.4
1568,1168.727
1569,0.0
1570,0.0
1571,642.286
1572,2058.111
1573,1702.793
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,112.61
1580,1229.3
1581,1795.308
1582,0.0
1583,1153.0
1584,0.0
1585,2118.944
1586,111.707
1587,953.283
1588,1410.875
1589,664.357
1590,0.0
1591,0.0
1592,315.125
1593,0.0
1594,0.0
1595,74.37100000000002
1596,0.0
1597,1149.167
1598,0.0
1599,0.0
1600,0.0
1601,146.97799999999995
1602,0.0
1603,0.0
1604,1210.0
1605,0.0
1606,1496.444
1607,0.0
1608,203.526
1609,0.0
1610,0.0
1611,1731.034
1612,898.571
1613,1215.3
1614,0.0
1615,624.091
1616,327.6880000000001
1617,0.0
1618,1663.874
1619,129.891
1620,0.0
1621,350.36800000000005
1622,1773.615
1623,0.0
1624,912.857
1625,0.0
1626,2058.333
1627,63.457
1628,0.0
1629,0.0
1630,1361.0
1631,201.233
1632,0.0
1633,0.0
1634,1160.5
1635,0.0
1636,0.0
1637,640.393
1638,0.0
1639,621.929
1640,0.0
1641,0.0
1642,0.0
1643,887.571
1644,348.846
1645,0.0
1646,918.585
1647,0.0
1648,1685.057
1649,310.812
1650,0.0
1651,1463.519
1652,1775.885
1653,0.0
1654,107.976
1655,0.0
1656,0.0
1657,489.4
1658,0.0
1659,135.63
1660,0.0
1661,1167.364
1662,1204.35
1663,201.067
1664,63.2
1665,0.0
1666,1520.037
1667,0.0
1668,75.086
1669,312.438
1670,364.577
1671,0.0
1672,1087.333
1673,1329.0
1674,0.0
1675,0.0
1676,0.0
1677,141.685
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,125.878
1684,0.0
1685,0.0
1686,0.0
1687,494.182
1688,2033.278
1689,231.267
1690,0.0
1691,711.143
1692,1762.851
1693,1664.5379999999998
1694,0.0
1695,1542.908
1696,0.0
1697,445.0
1698,647.429
1699,0.0
1700,0.0
1701,73.343
1702,296.7270000000001
1703,0.0
1704,0.0
1705,197.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,121.076
1711,840.6360000000003
1712,0.0
1713,342.579
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,110.049
1719,625.429
1720,0.0
1721,1741.444
1722,653.818
1723,0.0
1724,2106.278
1725,1222.818
1726,552.0
1727,1377.875
1728,0.0
1729,362.346
1730,0.0
1731,916.0
1732,1836.269
1733,0.0
1734,0.0
1735,0.0
1736,358.211
1737,0.0
1738,116.073
1739,0.0
1740,0.0
1741,1273.85
1742,0.0
1743,69.943
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,215.2
1749,0.0
1750,0.0
1751,0.0
1752,1418.125
1753,218.7
1754,0.0
1755,1211.833
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,323.188
1762,1704.46
1763,0.0
1764,2142.611
1765,0.0
1766,899.7139999999997
1767,0.0
1768,545.8
1769,1533.556
1770,375.105
1771,0.0
1772,0.0
1773,760.909
1774,364.115
1775,0.0
1776,0.0
1777,0.0
1778,963.717
1779,0.0
1780,1220.182
1781,0.0
1782,1828.385
1783,1241.364
1784,151.065
1785,0.0
