id,±≥≈Î∑Æ
22448,1297.889
22449,862.4
22450,280.538
22451,0.0
22452,0.0
22453,0.0
22454,479.036
22455,95.073
22456,0.0
22457,574.818
22458,0.0
22459,211.767
22460,0.0
22461,0.0
22462,0.0
22463,471.2
22464,113.341
22465,0.0
22466,749.857
22467,0.0
22468,1147.125
22469,0.0
22470,72.8
22471,377.737
22472,0.0
22473,0.0
22474,0.0
22475,0.0
22476,0.0
22477,0.0
22478,450.6
22479,0.0
22480,1365.704
22481,690.679
22482,0.0
22483,648.909
22484,0.0
22485,1100.65
22486,0.0
22487,952.0
22488,438.0
22489,298.188
22490,215.833
22491,0.0
22492,981.667
22493,1099.0
22494,1512.731
22495,0.0
22496,830.17
22497,0.0
22498,134.293
22499,670.143
22500,66.314
22501,121.927
22502,0.0
22503,0.0
22504,579.857
22505,0.0
22506,0.0
22507,432.2
22508,761.2639999999999
22509,241.625
22510,1052.5
22511,0.0
22512,0.0
22513,0.0
22514,0.0
22515,0.0
22516,0.0
22517,1232.9260000000004
22518,0.0
22519,597.818
22520,317.895
22521,616.536
22522,304.846
22523,0.0
22524,0.0
22525,897.962
22526,1843.667
22527,0.0
22528,0.0
22529,472.25
22530,215.818
22531,388.643
22532,512.321
22533,797.1669999999997
22534,0.0
22535,589.45
22536,207.962
22537,0.0
22538,219.579
22539,888.424
22540,47.343
22541,0.0
22542,1549.046
22543,0.0
22544,0.0
22545,0.0
22546,1036.0
22547,0.0
22548,0.0
22549,0.0
22550,1554.0
22551,306.091
22552,1256.25
22553,0.0
22554,0.0
22555,119.561
22556,0.0
22557,331.0
22558,0.0
22559,0.0
22560,304.7270000000001
22561,874.909
22562,881.1669999999997
22563,0.0
22564,0.0
22565,336.0
22566,342.273
22567,245.632
22568,2082.389
22569,1858.423
22570,0.0
22571,0.0
22572,1218.364
22573,0.0
22574,541.2
22575,0.0
22576,0.0
22577,0.0
22578,498.0
22579,0.0
22580,0.0
22581,0.0
22582,208.733
22583,339.231
22584,0.0
22585,1736.115
22586,0.0
22587,1205.75
22588,0.0
22589,0.0
22590,0.0
22591,1751.308
22592,0.0
22593,0.0
22594,118.488
22595,2011.556
22596,0.0
22597,341.455
22598,218.733
22599,69.37100000000001
22600,1814.308
22601,0.0
22602,1250.4
22603,0.0
22604,0.0
22605,363.895
22606,0.0
22607,0.0
22608,0.0
22609,737.6360000000003
22610,0.0
22611,0.0
22612,0.0
22613,0.0
22614,0.0
22615,0.0
22616,73.257
22617,0.0
22618,915.286
22619,524.0
22620,1827.192
22621,2107.889
22622,0.0
22623,153.196
22624,0.0
22625,1199.818
22626,0.0
22627,1347.75
22628,0.0
22629,328.9380000000001
22630,1771.69
22631,379.30800000000005
